text,dominant_topic,topic_contribution
"I know you are not entirely aware of it, but I'm noticing something about you that indicates you may be ready to enter trance. And if your unconscious really wants to, you'll find those eyelids closing.",5,0.2673141655898048
"You know, all of that baling wire in your mouth is miserably uncomfortable.",3,0.27517326667947833
"That mouthful of hardware that you've got with all those rubber bands is wretchedly miserable, and it's going to be a deuce of a job to get used to it.",0,0.3673831246960599
You will get used to it.,0,0.5499868996362591
It is a deuce of a job to get used to it.,0,0.6999964042139356
"You are only a little girl now, but what kind of a smile do you think you will have in your wedding picture?",2,0.41113591799757193
"Shortly after you awaken, I'm going to say something to you. I'm going to arouse you and put you back into trance. In spite of any thinking you do, what I say will be true.",4,0.6290723398701696
"go to sleep, and to sleep very soundly,",4,0.7749998259029582
"some other day the hypnotist would ask her about her doll, whereupon she was to (a) place it in a chair, (b) sit down near it, and (c) wait for it to go to sleep.",8,0.33497591010476335
Stay just like you are and keep on waiting.,2,0.4198953566268411
"When you awaken, you will open your eyes. . . Move and perhaps stretch a bit. . . You can talk a bit about what interests you in your experience. . . And forget all the rest. . . Until I ask you to go back into trance. . . So you can experience and remember something more.",4,0.33179530880536123
"I wonder just how awake you are now? Just how much trance are you beginning to experience? Is that a trance you're beginning to experience? It's comfortable to just let that happen, isn't it? You don't have to talk, do you? It's nice just to let yourself be.",2,0.5911134876610165
Are you aware of what's happening to you now? Pause for a moment. Can you sense what's taking place within you? Do you feel you are really completely awake? How much trance are you beginning to experience?,0,0.39522113360064753
"Surprising, isn't it? Does your hand always remain up when someone touches it? And it can be a pleasant surprise to find yourself going back into trance without any effort.",5,0.29169857849053604
"As you notice how quiet your body is, it may be surprising how easily your eyes can close as you go back into trance to reach a complete understanding of that.",9,0.2583415803591828
"And that was a pleasant surprise, wasn't it?",9,0.2750009701938131
"Now if you are already beginning to experience some trance, your right hand will lift (or your eyes will close, and so on).",3,0.4165060439769698
"All right. Now I am going to give you a story so that you can understand better. We learn things in a very unusual way, a way that we don't know about. In my first year of college I happened to come across that summer a boiler factory. The crews were working on twelve boilers at the same time, and it was three shifts of workmen. And those pneumatic hammers were pounding away,",1,0.3690059912329285
